"","seed_classification","count","accuracy_mean_mean","merit_mean_mean","seed_classification_factor","depth","frac","lineage_classification","lineage_merit_mean","is_learning","relative_depth","is_exploratory_replay","seed","target_window_depth","is_target_window_start","is_target_window_end","dir","true_seed"
"13106","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",693,0,"Error correction",186157052509115,FALSE,-1003,FALSE,186,47,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2686
"13107","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",693,0,"Error correction",186157052509115,FALSE,-1003,FALSE,186,47,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2686
"13108","Other",0,NA,NA,"Other",693,0,"Error correction",186157052509115,FALSE,-1003,FALSE,186,47,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2686
"13109","Low activity",0,NA,NA,"Low activity",693,0,"Error correction",186157052509115,FALSE,-1003,FALSE,186,47,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2686
"13110","Error correction",14,0.749480535714286,8.74580294476569e+87,"Error correction",694,0.28,"Error correction",902403440740.58,FALSE,-1002,FALSE,186,48,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2686
"13111","Learning",34,0.99333205,6.47522098712895e+88,"Learning",694,0.68,"Error correction",902403440740.58,TRUE,-1002,FALSE,186,48,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2686
"13112","Mixed bet hedging",2,0.9437154,9.17545781490641e+89,"Mixed bet hedging",694,0.04,"Error correction",902403440740.58,FALSE,-1002,FALSE,186,48,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2686
"13113","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",694,0,"Error correction",902403440740.58,FALSE,-1002,FALSE,186,48,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2686
"13114","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",694,0,"Error correction",902403440740.58,FALSE,-1002,FALSE,186,48,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2686
"13115","Other",0,NA,NA,"Other",694,0,"Error correction",902403440740.58,FALSE,-1002,FALSE,186,48,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2686
"13116","Low activity",0,NA,NA,"Low activity",694,0,"Error correction",902403440740.58,FALSE,-1002,FALSE,186,48,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2686
"13117","Bet-hedged learning",2,0.990979685,1.30129406096456e+56,"Bet-hedged learning",695,0.04,"Error correction",59396531675747,FALSE,-1001,FALSE,186,49,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2686
"13118","Error correction",12,0.7476612925,1.05228059928491e+83,"Error correction",695,0.24,"Error correction",59396531675747,FALSE,-1001,FALSE,186,49,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2686
"13119","Learning",35,0.99263821,7.03450845769606e+88,"Learning",695,0.7,"Error correction",59396531675747,TRUE,-1001,FALSE,186,49,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2686
"13120","Mixed bet hedging",1,0.91751503,5.98631000001108e+49,"Mixed bet hedging",695,0.02,"Error correction",59396531675747,FALSE,-1001,FALSE,186,49,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2686
"13121","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",695,0,"Error correction",59396531675747,FALSE,-1001,FALSE,186,49,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2686
"13122","Other",0,NA,NA,"Other",695,0,"Error correction",59396531675747,FALSE,-1001,FALSE,186,49,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2686
"13123","Low activity",0,NA,NA,"Low activity",695,0,"Error correction",59396531675747,FALSE,-1001,FALSE,186,49,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2686
"13124","Learning",14,0.994004833571429,3.77691232102924e+87,"Learning",646,0.28,"Low activity",4.68,TRUE,-1050,TRUE,186,0,TRUE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2686
"13125","Learning",38,0.993617646578947,2.30424299240543e+87,"Learning",696,0.76,"Error correction",23627285476816708,TRUE,-1000,TRUE,186,50,FALSE,TRUE,"../../2023_05_25_01__seeds_2000_2499",2686
"13126","Error correction",49,0.749259796734694,9.76595984102781e+88,"Error correction",160,0.98,"Low activity",385.3,FALSE,-399,FALSE,208,1,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13127","Learning",1,0.99172272,2.00830721561057e+54,"Learning",160,0.02,"Low activity",385.3,TRUE,-399,FALSE,208,1,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13128","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",160,0,"Low activity",385.3,FALSE,-399,FALSE,208,1,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13129","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",160,0,"Low activity",385.3,FALSE,-399,FALSE,208,1,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13130","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",160,0,"Low activity",385.3,FALSE,-399,FALSE,208,1,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13131","Other",0,NA,NA,"Other",160,0,"Low activity",385.3,FALSE,-399,FALSE,208,1,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13132","Low activity",0,NA,NA,"Low activity",160,0,"Low activity",385.3,FALSE,-399,FALSE,208,1,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13133","Error correction",27,0.755407164814815,1.6360266363118e+68,"Error correction",161,0.54,"Low activity",1093.62,FALSE,-398,FALSE,208,2,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13134","Learning",23,0.991145132173913,1.03713765814389e+89,"Learning",161,0.46,"Low activity",1093.62,TRUE,-398,FALSE,208,2,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13135","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",161,0,"Low activity",1093.62,FALSE,-398,FALSE,208,2,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13136","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",161,0,"Low activity",1093.62,FALSE,-398,FALSE,208,2,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13137","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",161,0,"Low activity",1093.62,FALSE,-398,FALSE,208,2,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13138","Other",0,NA,NA,"Other",161,0,"Low activity",1093.62,FALSE,-398,FALSE,208,2,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13139","Low activity",0,NA,NA,"Low activity",161,0,"Low activity",1093.62,FALSE,-398,FALSE,208,2,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13140","Error correction",23,0.757884210869565,3.77858235071139e+60,"Error correction",162,0.46,"Low activity",645.8,FALSE,-397,FALSE,208,3,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13141","Learning",26,0.992704169615385,2.19291588218927e+88,"Learning",162,0.52,"Low activity",645.8,TRUE,-397,FALSE,208,3,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13142","Mixed bet hedging",1,0.85174357,7.54226742506438e+48,"Mixed bet hedging",162,0.02,"Low activity",645.8,FALSE,-397,FALSE,208,3,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13143","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",162,0,"Low activity",645.8,FALSE,-397,FALSE,208,3,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13144","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",162,0,"Low activity",645.8,FALSE,-397,FALSE,208,3,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13145","Other",0,NA,NA,"Other",162,0,"Low activity",645.8,FALSE,-397,FALSE,208,3,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13146","Low activity",0,NA,NA,"Low activity",162,0,"Low activity",645.8,FALSE,-397,FALSE,208,3,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13147","Error correction",21,0.760650812380952,1.68273520015503e+69,"Error correction",163,0.42,"Low activity",3976.66,FALSE,-396,FALSE,208,4,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13148","Learning",29,0.993027930344828,5.76733737990036e+88,"Learning",163,0.58,"Low activity",3976.66,TRUE,-396,FALSE,208,4,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13149","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",163,0,"Low activity",3976.66,FALSE,-396,FALSE,208,4,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13150","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",163,0,"Low activity",3976.66,FALSE,-396,FALSE,208,4,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13151","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",163,0,"Low activity",3976.66,FALSE,-396,FALSE,208,4,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13152","Other",0,NA,NA,"Other",163,0,"Low activity",3976.66,FALSE,-396,FALSE,208,4,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13153","Low activity",0,NA,NA,"Low activity",163,0,"Low activity",3976.66,FALSE,-396,FALSE,208,4,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13154","Error correction",21,0.749032928095238,9.71913614289243e+86,"Error correction",164,0.42,"Bet-hedged error correction",139.82,FALSE,-395,FALSE,208,5,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13155","Learning",28,0.993626821428571,2.18905223915775e+87,"Learning",164,0.56,"Bet-hedged error correction",139.82,TRUE,-395,FALSE,208,5,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13156","Mixed bet hedging",1,0.89776235,1.45765456999165e+71,"Mixed bet hedging",164,0.02,"Bet-hedged error correction",139.82,FALSE,-395,FALSE,208,5,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13157","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",164,0,"Bet-hedged error correction",139.82,FALSE,-395,FALSE,208,5,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13158","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",164,0,"Bet-hedged error correction",139.82,FALSE,-395,FALSE,208,5,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13159","Other",0,NA,NA,"Other",164,0,"Bet-hedged error correction",139.82,FALSE,-395,FALSE,208,5,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13160","Low activity",0,NA,NA,"Low activity",164,0,"Bet-hedged error correction",139.82,FALSE,-395,FALSE,208,5,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13161","Error correction",19,0.760769583157895,1.51947583316367e+89,"Error correction",165,0.38,"Bet-hedged error correction",5407.28,FALSE,-394,FALSE,208,6,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13162","Learning",28,0.992809815714286,5.67626542007365e+88,"Learning",165,0.56,"Bet-hedged error correction",5407.28,TRUE,-394,FALSE,208,6,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13163","Mixed bet hedging",3,0.903123763333333,2.37386438655007e+35,"Mixed bet hedging",165,0.06,"Bet-hedged error correction",5407.28,FALSE,-394,FALSE,208,6,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13164","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",165,0,"Bet-hedged error correction",5407.28,FALSE,-394,FALSE,208,6,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13165","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",165,0,"Bet-hedged error correction",5407.28,FALSE,-394,FALSE,208,6,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13166","Other",0,NA,NA,"Other",165,0,"Bet-hedged error correction",5407.28,FALSE,-394,FALSE,208,6,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13167","Low activity",0,NA,NA,"Low activity",165,0,"Bet-hedged error correction",5407.28,FALSE,-394,FALSE,208,6,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13168","Error correction",21,0.764897428095238,1.84585927727811e+89,"Error correction",166,0.42,"Bet-hedged error correction",88,FALSE,-393,FALSE,208,7,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13169","Learning",29,0.993280768965517,1.32460362687914e+88,"Learning",166,0.58,"Bet-hedged error correction",88,TRUE,-393,FALSE,208,7,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13170","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",166,0,"Bet-hedged error correction",88,FALSE,-393,FALSE,208,7,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13171","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",166,0,"Bet-hedged error correction",88,FALSE,-393,FALSE,208,7,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13172","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",166,0,"Bet-hedged error correction",88,FALSE,-393,FALSE,208,7,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13173","Other",0,NA,NA,"Other",166,0,"Bet-hedged error correction",88,FALSE,-393,FALSE,208,7,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13174","Low activity",0,NA,NA,"Low activity",166,0,"Bet-hedged error correction",88,FALSE,-393,FALSE,208,7,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13175","Bet-hedged error correction",2,0.798448302,6.85931069579143e+36,"Bet-hedged error correction",167,0.04,"Bet-hedged error correction",131.74,FALSE,-392,FALSE,208,8,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13176","Error correction",20,0.752239503,4.85670886340895e+80,"Error correction",167,0.4,"Bet-hedged error correction",131.74,FALSE,-392,FALSE,208,8,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13177","Learning",26,0.993206737692308,7.44980203535567e+88,"Learning",167,0.52,"Bet-hedged error correction",131.74,TRUE,-392,FALSE,208,8,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13178","Mixed bet hedging",2,0.889322235,1.01852000000003e+88,"Mixed bet hedging",167,0.04,"Bet-hedged error correction",131.74,FALSE,-392,FALSE,208,8,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13179","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",167,0,"Bet-hedged error correction",131.74,FALSE,-392,FALSE,208,8,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13180","Other",0,NA,NA,"Other",167,0,"Bet-hedged error correction",131.74,FALSE,-392,FALSE,208,8,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13181","Low activity",0,NA,NA,"Low activity",167,0,"Bet-hedged error correction",131.74,FALSE,-392,FALSE,208,8,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13182","Error correction",20,0.7488530695,9.30241292310805e+88,"Error correction",168,0.4,"Low activity",415.26,FALSE,-391,FALSE,208,9,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13183","Learning",29,0.991639244827586,1.61532691279322e+89,"Learning",168,0.58,"Low activity",415.26,TRUE,-391,FALSE,208,9,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13184","Mixed bet hedging",1,0.96907117,2.6040160636488e+33,"Mixed bet hedging",168,0.02,"Low activity",415.26,FALSE,-391,FALSE,208,9,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13185","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",168,0,"Low activity",415.26,FALSE,-391,FALSE,208,9,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13186","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",168,0,"Low activity",415.26,FALSE,-391,FALSE,208,9,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13187","Other",0,NA,NA,"Other",168,0,"Low activity",415.26,FALSE,-391,FALSE,208,9,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13188","Low activity",0,NA,NA,"Low activity",168,0,"Low activity",415.26,FALSE,-391,FALSE,208,9,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13189","Error correction",22,0.752754608181818,9.16812675909091e+88,"Error correction",169,0.44,"Low activity",670.96,FALSE,-390,FALSE,208,10,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13190","Learning",27,0.994195198888889,2.23743063388165e+89,"Learning",169,0.54,"Low activity",670.96,TRUE,-390,FALSE,208,10,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13191","Mixed bet hedging",1,0.9201739,2.2845191757124e+44,"Mixed bet hedging",169,0.02,"Low activity",670.96,FALSE,-390,FALSE,208,10,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13192","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",169,0,"Low activity",670.96,FALSE,-390,FALSE,208,10,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13193","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",169,0,"Low activity",670.96,FALSE,-390,FALSE,208,10,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13194","Other",0,NA,NA,"Other",169,0,"Low activity",670.96,FALSE,-390,FALSE,208,10,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13195","Low activity",0,NA,NA,"Low activity",169,0,"Low activity",670.96,FALSE,-390,FALSE,208,10,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13196","Error correction",26,0.758716997307692,5.07253730762775e+81,"Error correction",170,0.52,"Bet-hedged error correction",608.82,FALSE,-389,FALSE,208,11,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13197","Learning",22,0.993966448181818,8.90382872647677e+88,"Learning",170,0.44,"Bet-hedged error correction",608.82,TRUE,-389,FALSE,208,11,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13198","Mixed bet hedging",2,0.889311195,1.1307845832235e+72,"Mixed bet hedging",170,0.04,"Bet-hedged error correction",608.82,FALSE,-389,FALSE,208,11,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13199","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",170,0,"Bet-hedged error correction",608.82,FALSE,-389,FALSE,208,11,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13200","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",170,0,"Bet-hedged error correction",608.82,FALSE,-389,FALSE,208,11,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13201","Other",0,NA,NA,"Other",170,0,"Bet-hedged error correction",608.82,FALSE,-389,FALSE,208,11,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13202","Low activity",0,NA,NA,"Low activity",170,0,"Bet-hedged error correction",608.82,FALSE,-389,FALSE,208,11,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13203","Error correction",24,0.7523367075,8.23337080564167e+88,"Error correction",171,0.48,"Bet-hedged error correction",212.38,FALSE,-388,FALSE,208,12,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13204","Learning",25,0.9940572868,9.02689631948889e+88,"Learning",171,0.5,"Bet-hedged error correction",212.38,TRUE,-388,FALSE,208,12,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13205","Mixed bet hedging",1,0.89371434,1.63798210426829e+35,"Mixed bet hedging",171,0.02,"Bet-hedged error correction",212.38,FALSE,-388,FALSE,208,12,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13206","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",171,0,"Bet-hedged error correction",212.38,FALSE,-388,FALSE,208,12,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13207","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",171,0,"Bet-hedged error correction",212.38,FALSE,-388,FALSE,208,12,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13208","Other",0,NA,NA,"Other",171,0,"Bet-hedged error correction",212.38,FALSE,-388,FALSE,208,12,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13209","Low activity",0,NA,NA,"Low activity",171,0,"Bet-hedged error correction",212.38,FALSE,-388,FALSE,208,12,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13210","Bet-hedged learning",1,0.915191324,1.3250217399e+46,"Bet-hedged learning",172,0.02,"Bet-hedged error correction",347.76,FALSE,-387,FALSE,208,13,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13211","Error correction",11,0.748589009090909,1.96493687783435e+60,"Error correction",172,0.22,"Bet-hedged error correction",347.76,FALSE,-387,FALSE,208,13,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13212","Learning",38,0.992859018157895,2.05903115462477e+89,"Learning",172,0.76,"Bet-hedged error correction",347.76,TRUE,-387,FALSE,208,13,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13213","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",172,0,"Bet-hedged error correction",347.76,FALSE,-387,FALSE,208,13,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13214","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",172,0,"Bet-hedged error correction",347.76,FALSE,-387,FALSE,208,13,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13215","Other",0,NA,NA,"Other",172,0,"Bet-hedged error correction",347.76,FALSE,-387,FALSE,208,13,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13216","Low activity",0,NA,NA,"Low activity",172,0,"Bet-hedged error correction",347.76,FALSE,-387,FALSE,208,13,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
"13217","Error correction",15,0.772642967333333,1.2472990222933e+47,"Error correction",173,0.3,"Bet-hedged error correction",503.46,FALSE,-386,FALSE,208,14,FALSE,FALSE,"../../2023_05_25_01__seeds_2000_2499",2708
